epoch,loss,learning_rate
0,10.088326454162598,0.0010000000474974513
1,5.7584686279296875,0.0010000000474974513
2,7.716782569885254,0.0010000000474974513
3,6.666991233825684,0.0010000000474974513
4,6.128141403198242,0.0010000000474974513
5,4.076555252075195,0.0010000000474974513
6,4.756503105163574,0.0010000000474974513
7,4.2133893966674805,0.0010000000474974513
8,7.773952484130859,0.0010000000474974513
9,4.563498020172119,0.0010000000474974513
10,4.292882442474365,0.0010000000474974513
11,4.381930828094482,0.0010000000474974513
12,4.329596042633057,0.0010000000474974513
13,4.62875509262085,0.0010000000474974513
14,4.666014671325684,0.0010000000474974513
15,3.575556993484497,0.0010000000474974513
16,4.382669448852539,0.0010000000474974513
17,3.7746808528900146,0.0010000000474974513
18,4.086090087890625,0.0010000000474974513
19,4.3387064933776855,0.0010000000474974513
20,4.460845470428467,0.0010000000474974513
21,4.1915602684021,0.0010000000474974513
22,4.06235408782959,0.0010000000474974513
23,3.7910635471343994,0.0010000000474974513
24,4.125826358795166,0.0010000000474974513
25,4.570858955383301,0.0010000000474974513
26,5.001190662384033,0.0010000000474974513
27,3.704400062561035,0.0010000000474974513
28,4.146022796630859,0.0010000000474974513
29,3.9995744228363037,0.0010000000474974513
30,5.804748058319092,0.0010000000474974513
31,4.0291852951049805,0.0010000000474974513
32,3.9223499298095703,0.0010000000474974513
33,3.2884936332702637,0.0010000000474974513
34,4.525356769561768,0.0010000000474974513
35,3.079960346221924,0.0010000000474974513
36,4.0238423347473145,0.0010000000474974513
37,3.8569207191467285,0.0010000000474974513
38,4.151126384735107,0.0010000000474974513
39,3.857130527496338,0.0010000000474974513
40,4.351119518280029,0.0010000000474974513
41,3.686504364013672,0.0010000000474974513
42,4.733471393585205,0.0010000000474974513
43,4.485144138336182,0.0010000000474974513
44,3.8652007579803467,0.0010000000474974513
45,3.6076159477233887,0.0010000000474974513
46,4.082462787628174,0.0010000000474974513
47,5.520699501037598,0.0010000000474974513
48,73.88790893554688,0.0010000000474974513
49,5.67000675201416,0.0010000000474974513
50,3.7717339992523193,0.0010000000474974513
51,4.102477073669434,0.0010000000474974513
52,3.9922871589660645,0.0010000000474974513
53,3.1854970455169678,0.0010000000474974513
54,3.780592679977417,0.0010000000474974513
55,2.934877395629883,0.0010000000474974513
56,3.7576563358306885,0.0010000000474974513
57,3.1163718700408936,0.0010000000474974513
58,4.07269287109375,0.0010000000474974513
59,3.8185155391693115,0.0010000000474974513
60,5.58429479598999,0.0010000000474974513
61,5.090980529785156,0.0010000000474974513
62,4.54996395111084,0.0010000000474974513
63,4.018981456756592,0.0010000000474974513
64,3.9718120098114014,0.0010000000474974513
65,3.157132387161255,0.0010000000474974513
66,3.8644301891326904,0.0010000000474974513
67,4.927410125732422,0.0010000000474974513
68,4.303191661834717,0.0010000000474974513
69,3.1120846271514893,0.0010000000474974513
70,3.7401533126831055,0.0010000000474974513
71,3.487913131713867,0.0010000000474974513
72,3.6303248405456543,0.0010000000474974513
73,4.255488395690918,0.0010000000474974513
74,3.806051254272461,0.0010000000474974513
75,3.0456175804138184,0.0010000000474974513
76,3.7230238914489746,0.0010000000474974513
77,4.932525634765625,0.0010000000474974513
78,3.902649402618408,0.0010000000474974513
79,3.6159403324127197,0.0010000000474974513
80,4.081116199493408,0.0010000000474974513
81,3.3630926609039307,0.0010000000474974513
82,3.6731741428375244,0.0010000000474974513
83,3.144836664199829,0.0010000000474974513
84,4.580425262451172,0.0010000000474974513
85,3.744344711303711,0.0010000000474974513
86,3.8099558353424072,0.0010000000474974513
87,3.2694666385650635,0.0010000000474974513
88,4.289496421813965,0.0010000000474974513
